,price,Индекс стоимости грузоперевозок,Импорт цемента ЖД,Экспорт цемента ЖД,Отгрузка цемента хоппер ЖД,Отгрузка цемента остальные ЖД,Производство цемента,Импорт цемента,Экспорт цемента,Потребление цемента,Отгрузка цемента,Цена цемента с НДС,Цена цемента без НДС,Производство бетона РФ,Производство бетона МО,Производство бетона СПБ,цена,Базовый индекс потребительских цен на товары и услуги,Ключевая ставка,Курс доллара,Производство арматуры Сортовой прокат_Арматура,Производство арматуры Сортовой прокат_Катанка,Производство арматуры Сортовой прокат_Прутки прочие,Производство сырья ЖРС_Агломерат,Производство сырья ЖРС_Аглоруда,Производство сырья ЖРС_Концентрат,Производство сырья ЖРС_Концентрат для дообогащения,Производство сырья ЖРС_Окатыши,Производство сырья Кокс_Кокс валовый,Производство сырья Концентрат коксующегося угля_Жирные,Производство сырья Концентрат коксующегося угля_Коксовые,Производство сырья Концентрат коксующегося угля_Отощающие,Производство сырья Металлизованная продукция_ГБЖ,Производство сырья Металлизованная продукция_ПВЖ,Производство сырья Рядовой коксующийся уголь_Газовые,Производство сырья Рядовой коксующийся уголь_Жирные,Производство сырья Рядовой коксующийся уголь_Коксовые,Производство сырья Рядовой коксующийся уголь_Отощающие,Производство сырья Сталь_Конвертер,Производство сырья Сталь_Мартен,Производство сырья Сталь_Сталь всего,Производство сырья Сталь_Электропечь,Производство сырья Чугун_Чугун,ПотреблениеЖРС_Концентрат,ПотреблениеЖРС_Агломерат,ПотреблениеЖРС_Окатыши,ПотреблениеЖРС_Концентрат для дообогащения,ПотреблениеЖРС_Аглоруда,Поставки Сортовой прокат_Арматура,Поставки Сортовой прокат_Катанка,Поставки Сортовой прокат_Прутки прочие,Поставки Концентрат коксующегося угля_Жирные,Поставки Концентрат коксующегося угля_Коксовые,Поставки Концентрат коксующегося угля_Отощающие,Поставки Кокс_Кокс доменный,Поставки Чугун_Литейный чугун,Поставки Чугун_Передельный чугун,Поставки ЖРС_Агломерат,Поставки ЖРС_Аглоруда,Поставки ЖРС_Концентрат,Поставки ЖРС_Концентрат для дообогащения,Поставки ЖРС_Окатыши,Спрос ЖРС_Агломерат,Спрос ЖРС_Аглоруда,Спрос ЖРС_Концентрат,Спрос ЖРС_Концентрат для дообогащения,Спрос ЖРС_Окатыши,Спрос Металлизованная продукция_ГБЖ,Спрос Кокс_Кокс доменный,Спрос Концентрат коксующегося угля_Жирные,Спрос Концентрат коксующегося угля_Коксовые,Спрос Концентрат коксующегося угля_Отощающие,Импорт сырья ЖРС_Концентрат,Импорт сырья ЖРС_Окатыши,Импорт сырья Концентрат коксующегося угля_Коксовые,Импорт арматуры Сортовой прокат_Арматура,Импорт арматуры Сортовой прокат_Катанка,Импорт арматуры Сортовой прокат_Прутки прочие,Экспорт сырья ЖРС_Аглоруда,Экспорт сырья ЖРС_Концентрат,Экспорт сырья ЖРС_Окатыши,Экспорт сырья Кокс_Кокс доменный,Экспорт сырья Кокс_Мелочь коксовая,Экспорт сырья Кокс_Орешек коксовый,Экспорт сырья Концентрат коксующегося угля_Жирные,Экспорт сырья Концентрат коксующегося угля_Коксовые,Экспорт сырья Металлизованная продукция_ГБЖ,Экспорт сырья Чугун_Литейный чугун,Экспорт сырья Чугун_Передельный чугун,Экспорт арматуры Сортовой прокат_Арматура,Экспорт арматуры Сортовой прокат_Катанка,Экспорт арматуры Сортовой прокат_Прутки прочие,Цена на бензин,Цена на дт,"Концентрат коксующегося угля_Россия марка ОС FCA руб./т, без НДС","Лом_HMS 1/2 80:20, FOB EC Роттердам, $/т","Лом_3А, РФ CPT ж/д Южный ФО, руб./т, без НДС","Лом_3А, РФ CPT ж/д Сибирский ФО, руб./т, без НДС","Лом_3А, РФ CPT ж/д Центральный ФО, руб./т, без НДС","ЖРС_Китай Iron ore fines Fe 62%, CFR","Чугун_CFR Италия, $/т","Концентрат коксующегося угля_Россия марка КО FCA руб./т, без НДС","ЖРС_Российские окатыши Fe 62-65,5%, SiO2 5,8-8,65, DAP Забайкальск-Манжули, $/т","Лом_HMS 1/2 80:20, FOB США Восток, $/т","Лом_3А, FOB РФ Черное море, $/т","Чугун_FOB Бразилия Север, $/т","Лом_HMS 1/2 80:20, CFR ЮВА, $/т","Концентрат коксующегося угля_Россия марка КС FCA руб./т, без НДС","Лом_3А, РФ FCA ж/д респ. Татарстан, руб./т, без НДС","ЖРС_Российский концентрат Fe 62,5-67,5%, SiO2 0,78-8,51, сухой вес, DAP Забайкальск-Манжули, $/т","Концентрат коксующегося угля_Россия марка К и смеси марок К, КО FCA руб./т, без НДС","Кокс_Россия Урал Сибирь +25, FCA руб./т., без НДС","Лом_3А, РФ FCA ж/д Московский регион, руб./т, без НДС","Концентрат коксующегося угля_Россия марка Ж+ГЖ FCA руб./т, без НДС","Чугун_FOB Россия Черное море, $/т","ЖРС_Россия аглоруда Fe 52-60%, FCA руб./т, без НДС","ЖРС_Россия концентрат Fe 64-68%, FCA руб./т, без НДС","Чугун_Россия, FCA руб./т, без НДС","Концентрат коксующегося угля_HCC Австралия, $/t FOB","ЖРС_Россия окатыши Fe 62-65,5% FCA руб./т, без НДС","ГБЖ_CFR Италия, $/т","Лом_3А, РФ CPT ж/д Уральский ФО, руб./т, без НДС","Концентрат коксующегося угля_Россия марка Ж FCA руб./т, без НДС","Лом_HMS 1/2 80:20, CFR Турция, $/т","Чугун_CFR Китай, $/т","Концентрат коксующегося угля_Средняя шихта Россия FCA руб./т, без НДС","Концентрат коксующегося угля_Россия марка ГЖ FCA руб./т, без НДС","Чугун_CFR NOLA США, $/т","Чугун_CFR Турция, $/т","ЖРС_Средневзвешенная цена окатыши Fe 62-65,5%, Россия FCA руб./т, без НДС","ЖРС_Средневзвешенная цена концентрат Fe 64-68%, Россия FCA руб./т, без НДС","ЖРС_Средневзвешенная цена аглоруда Fe 52-60%, Россия FCA руб./т, без НДС","ЖРС_Средневзвешенная цена за 1 % Fe в аглоруде, Россия FCA руб./т, без НДС","ЖРС_Средневзвешенная цена за 1 % Fe в концентрате, Россия FCA руб./т, без НДС","ЖРС_Средневзвешенная цена за 1 % Fe в окатыши, Россия FCA руб./т, без НДС","ЖРС_Украинский концентрат Fe 65-68%,  DAP граница Украины с Европой,  $/т","ЖРС_Украинские окатыши Fe 65-66%, DAP граница Украины с Европой,  $/т",price_diff,price_seasonal_diff,price_lag_1,price_lag_4,price_lag_8,price_lag_12
2022-01-24,62500.0,1287.0,103.61475,105.17875000000001,1756.0222499995773,647.4787499999992,6.055899999999999,196.05982849999998,122.92417999999999,6.1240856485,2.4035010000000003,4216.53,5459.3875,5.69806788,1086.7095,341.17575,702.1,100.7725,8.5,76.47518,860.75,317.0,242.25,4793.25,499.0,10156.0,620.0,4979.75,2274.25,4269.75,2085.75,540.75,379.25,290.75,511.25,5213.5,1675.25,1566.0,4209.75,132.25,6453.0,2109.25,4571.25,3435.25,342.0,3087.0,525.25,466.25,730.0,264.0,202.0,1771.5,1358.5,115.75,487.5,0.0,44.75,342.25,467.0,2984.75,525.25,2842.75,342.25,467.0,3434.0,525.25,3030.75,51.0,484.75,1865.0,1217.25,115.75,449.25,245.5,33.5,45.0,11.5,6.25,17.0,502.5,232.75,17.25,0.5,2.25,100.0,155.75,16.25,0.0,9.0,131.75,52.5,41.25,50.5675,51.849999999999994,20250.0,430.0,28955.0,25949.0,28321.0,131.0,547.5,17000.0,183.5,435.0,425.0,510.0,518.0,15500.0,27140.0,120.5,23500.0,42500.0,27651.0,16500.0,520.0,2825.0,6575.0,39000.0,415.0,9900.0,467.5,28389.0,19500.0,470.0,552.5,18050.0,15250.0,537.5,545.0,9244.0,5901.0,2687.0,55.0,88.0,148.0,106.0,151.5,-1200.0,-14500.0,63700.0,62500.0,64000.0,77000.0
2022-01-31,62900.0,1290.0,105.816,102.736,1778.071999999574,600.255999999998,6.0097,201.859649,119.81899,6.036640659000001,2.378328,4231.15,5480.04,5.60876613,1085.405,334.512,700.1899999999999,100.82,8.5,78.34304,853.0,312.0,249.0,4709.0,496.0,10125.0,607.0,4897.0,2242.0,4341.0,2027.0,544.0,374.0,288.0,536.0,5274.0,1662.0,1502.0,4180.0,119.0,6430.0,2129.0,4545.0,3420.0,340.0,3111.0,574.0,467.0,729.0,266.0,210.0,1803.0,1339.0,104.0,500.0,0.0,45.0,340.0,468.0,2973.0,574.0,2860.0,340.0,468.0,3418.0,574.0,3048.0,53.0,497.0,1892.0,1200.0,104.0,445.0,253.0,33.0,55.0,15.0,7.0,16.0,497.0,232.0,13.0,0.0,3.0,88.0,161.0,15.0,0.0,0.0,125.0,46.0,39.0,50.67,52.12,20250.0,429.0,29396.0,25683.0,28816.0,139.0,547.5,17000.0,190.5,438.0,425.0,510.0,530.0,15500.0,27624.0,128.5,23500.0,42500.0,27972.0,16500.0,530.0,2825.0,6575.0,39000.0,428.0,9900.0,470.0,28807.0,19500.0,470.0,552.5,18050.0,15250.0,537.5,567.5,9728.0,6527.0,2852.0,59.0,99.0,156.0,136.0,184.5,400.0,-16100.0,62500.0,63500.0,61500.0,79000.0
2022-02-07,65000.0,1299.0,105.17083175,94.19040000000001,1744.947024999672,537.9452754999984,5.729699999999999,191.99773075,109.24276,5.743604970750001,2.2828923005,4241.7699999999995,5435.9175,5.2499668475,1043.07275,330.6305,740.6,100.875,8.5,76.75726,848.5,315.5,251.0,4799.75,498.0,10133.0,624.5,4942.0,2261.0,4251.0,2061.0,524.75,384.25,289.75,505.75,5375.25,1649.5,1528.75,4185.0,123.25,6442.75,2132.75,4561.25,3493.75,335.25,3106.75,555.0,474.25,731.75,260.5,204.25,1763.75,1357.75,109.0,510.75,0.0,51.0,335.25,475.0,3038.75,555.0,2846.5,335.25,475.0,3491.75,555.0,3041.75,57.0,508.0,1855.5,1228.5,109.0,453.0,261.5,39.75,52.5,11.5,6.5,17.0,419.75,241.0,14.75,0.75,4.5,98.5,165.5,15.0,2.5,4.25,117.75,55.0,46.75,50.885000000000005,52.4375,22250.0,450.0,30752.0,26372.0,30282.0,145.0,580.0,18750.0,197.5,462.0,445.0,535.0,535.0,16750.0,28859.0,134.5,26000.0,42500.0,29440.0,21800.0,555.0,3365.0,8135.0,40500.0,428.0,11845.0,492.5,30078.0,24000.0,490.0,552.5,21370.0,19600.0,550.0,582.5,9728.0,6527.0,2852.0,59.0,99.0,156.0,136.0,184.5,2100.0,-13000.0,62900.0,63500.0,60500.0,78000.0
2022-02-14,65500.0,1306.0,104.52566350000001,85.6448,1711.8220499997701,475.63455099999874,5.4497,182.1358125,98.66653000000002,5.4505692825,2.1874566009999996,4252.389999999999,5391.795,4.891167565,1000.7405,326.749,745.5,100.93,8.7,75.09942,844.0,319.0,253.0,4890.5,500.0,10141.0,642.0,4987.0,2280.0,4161.0,2095.0,505.5,394.5,291.5,475.5,5476.5,1637.0,1555.5,4190.0,127.5,6455.5,2136.5,4577.5,3567.5,330.5,3102.5,536.0,481.5,734.5,255.0,198.5,1724.5,1376.5,114.0,521.5,0.0,57.0,330.5,482.0,3104.5,536.0,2833.0,330.5,482.0,3565.5,536.0,3035.5,61.0,519.0,1819.0,1257.0,114.0,461.0,270.0,46.5,50.0,8.0,6.0,18.0,342.5,250.0,16.5,1.5,6.0,109.0,170.0,15.0,5.0,8.5,110.5,64.0,54.5,51.1,52.754999999999995,22250.0,464.0,32114.0,27970.0,31346.0,150.0,592.5,18750.0,200.5,474.0,458.0,545.0,555.0,16750.0,29977.0,144.5,26000.0,42500.0,30598.0,21800.0,570.0,3365.0,8135.0,40500.0,422.0,11845.0,502.5,31458.0,24000.0,503.0,565.0,21370.0,19600.0,560.0,594.0,9728.0,6527.0,2852.0,59.0,99.0,156.0,136.0,184.5,500.0,-7000.0,65000.0,63700.0,61500.0,72500.0
2022-02-21,69000.0,1298.0,103.88049525,77.09920000000001,1678.697074999868,413.32382649999914,5.169700000000001,172.27389425,88.09030000000003,5.15753359425,2.0920209014999993,4263.01,5347.672500000001,4.5323682825,958.40825,322.8675,741.3,100.985,9.5,75.85418,839.5,322.5,255.0,4981.25,502.0,10149.0,659.5,5032.0,2299.0,4071.0,2129.0,486.25,404.75,293.25,445.25,5577.75,1624.5,1582.25,4195.0,131.75,6468.25,2140.25,4593.75,3641.25,325.75,3098.25,517.0,488.75,737.25,249.5,192.75,1685.25,1395.25,119.0,532.25,0.0,63.0,325.75,489.0,3170.25,517.0,2819.5,325.75,489.0,3639.25,517.0,3029.25,65.0,530.0,1782.5,1285.5,119.0,469.0,278.5,53.25,47.5,4.5,5.5,19.0,265.25,259.0,18.25,2.25,7.5,119.5,174.5,15.0,7.5,12.75,103.25,73.0,62.25,51.315,53.0725,22250.0,466.0,32898.0,28335.0,32085.0,138.0,620.0,18750.0,187.5,477.0,460.0,560.0,560.0,16750.0,30930.0,132.5,26000.0,42500.0,31407.0,21800.0,585.0,3365.0,8135.0,40500.0,418.0,11845.0,507.5,32417.0,24000.0,506.0,570.0,21370.0,19600.0,592.5,615.0,9728.0,6527.0,2852.0,59.0,99.0,156.0,136.0,184.5,3500.0,5000.0,65500.0,62500.0,62500.0,64000.0
2022-02-28,78000.0,1291.0,103.235327,68.55360000000002,1645.572099999966,351.0131019999995,4.8897,162.411976,77.51407000000003,4.864497906,1.996585201999999,4273.63,5303.55,4.173569,916.076,318.986,739.256,101.04,11.6,81.91595,835.0,326.0,257.0,5072.0,504.0,10157.0,677.0,5077.0,2318.0,3981.0,2163.0,467.0,415.0,295.0,415.0,5679.0,1612.0,1609.0,4200.0,136.0,6481.0,2144.0,4610.0,3715.0,321.0,3094.0,498.0,496.0,740.0,244.0,187.0,1646.0,1414.0,124.0,543.0,0.0,69.0,321.0,496.0,3236.0,498.0,2806.0,321.0,496.0,3713.0,498.0,3023.0,69.0,541.0,1746.0,1314.0,124.0,477.0,287.0,60.0,45.0,1.0,5.0,20.0,188.0,268.0,20.0,3.0,9.0,130.0,179.0,15.0,10.0,17.0,96.0,82.0,70.0,51.53,53.39,22250.0,469.0,33913.0,28968.0,33041.0,137.0,625.0,18750.0,185.5,477.0,460.0,610.0,568.0,16750.0,31875.0,131.5,26000.0,42500.0,32437.0,21800.0,585.0,3365.0,8135.0,40500.0,427.0,11845.0,512.5,33208.0,24000.0,509.0,565.0,21370.0,19600.0,627.5,620.0,11355.0,7823.0,3405.0,67.0,118.0,182.0,146.0,195.5,9000.0,16500.0,69000.0,62900.0,63500.0,61500.0
2022-03-07,77000.0,1314.0,97.3705352,68.51432140000001,1572.498707999975,335.5524269999999,4.6532800000000005,154.1893544,77.11213340000003,4.6201772210000005,1.9080642301999995,4281.436,5283.186,4.010200933999999,835.8668,304.5988,840.5,102.64200000000001,20.0,101.98908333333333,824.8,317.6,252.2,5080.0,506.0,10183.2,647.4,5087.0,2334.4,4075.8,2182.4,471.6,424.0,295.2,440.0,5550.6,1577.8,1632.2,4186.0,133.2,6454.2,2134.4,4606.8,3838.0,332.4,3166.4,522.4,511.4,724.2,237.4,186.4,1638.2,1401.4,114.8,530.0,0.0,60.0,332.4,511.4,3352.0,522.6,2891.6,332.4,511.4,3836.6,522.6,3100.4,66.6,528.0,1735.6,1304.0,114.8,484.6,274.0,59.0,49.0,2.0,5.2,18.4,196.6,306.4,21.2,2.4,8.4,127.4,180.8,15.6,8.0,15.0,101.6,80.4,65.6,51.532000000000004,53.47,22250.0,524.0,35186.0,31048.0,34263.0,147.0,707.5,18750.0,197.5,534.0,497.0,710.0,575.0,16750.0,32402.0,144.5,26000.0,42500.0,32619.0,21800.0,680.0,4375.0,9660.0,39500.0,456.0,13800.0,590.0,34466.0,24000.0,567.0,595.0,21370.0,19600.0,747.5,722.5,11355.0,7823.0,3405.0,67.0,118.0,182.0,146.0,195.5,-1000.0,16500.0,78000.0,65000.0,63500.0,60500.0
2022-03-14,74000.0,1326.0,91.50574340000001,68.47504280000001,1499.425315999984,320.0917520000003,4.41686,145.96673280000002,76.71019680000003,4.375856536000001,1.8195432583999998,4289.242,5262.822,3.846832868,755.6576,290.2116,926.9,104.244,20.0,117.7383,814.6,309.2,247.4,5088.0,508.0,10209.4,617.8,5097.0,2350.8,4170.6,2201.8,476.2,433.0,295.4,465.0,5422.2,1543.6,1655.4,4172.0,130.4,6427.4,2124.8,4603.6,3961.0,343.8,3238.8,546.8,526.8,708.4,230.8,185.8,1630.4,1388.8,105.6,517.0,0.0,51.0,343.8,526.8,3468.0,547.2,2977.2,343.8,526.8,3960.2,547.2,3177.8,64.2,515.0,1725.2,1294.0,105.6,492.2,261.0,58.0,53.0,3.0,5.4,16.8,205.2,344.8,22.4,1.8,7.8,124.8,182.6,16.2,6.0,13.0,107.2,78.8,61.2,51.534,53.55,22250.0,604.0,32835.0,31137.0,32912.0,159.0,790.0,18750.0,214.0,610.0,578.0,860.0,598.0,16750.0,31181.0,156.0,26000.0,42500.0,30755.0,21800.0,761.0,4375.0,9660.0,39500.0,577.0,13800.0,646.5,33349.0,24000.0,648.0,610.0,21370.0,19600.0,882.5,804.0,11355.0,7823.0,3405.0,67.0,118.0,182.0,146.0,195.5,-3000.0,12500.0,77000.0,65500.0,63700.0,61500.0
2022-03-21,67000.0,1313.0,85.64095160000002,68.43576420000001,1426.351923999993,304.63107700000074,4.18044,137.74411120000002,76.30826020000002,4.131535851000001,1.7310222866000002,4297.048,5242.458,3.6834648019999996,675.4484,275.82439999999997,924.7,105.846,20.0,108.69685999999999,804.4,300.8,242.6,5096.0,510.0,10235.6,588.2,5107.0,2367.2,4265.4,2221.2,480.8,442.0,295.6,490.0,5293.8,1509.4,1678.6,4158.0,127.6,6400.6,2115.2,4600.4,4084.0,355.2,3311.2,571.2,542.2,692.6,224.2,185.2,1622.6,1376.2,96.4,504.0,0.0,42.0,355.2,542.2,3584.0,571.8,3062.8,355.2,542.2,4083.8,571.8,3255.2,61.8,502.0,1714.8,1284.0,96.4,499.8,248.0,57.0,57.0,4.0,5.6,15.2,213.8,383.2,23.6,1.2000000000000002,7.2,122.2,184.4,16.8,4.0,11.0,112.8,77.2,56.8,51.536,53.63,22250.0,614.0,29971.0,27892.0,29736.0,145.0,785.0,18750.0,201.0,619.0,588.0,960.0,640.0,16750.0,28228.0,142.0,26000.0,42500.0,28469.0,21800.0,761.0,4375.0,9660.0,39500.0,597.0,13800.0,657.5,30238.0,24000.0,658.0,675.0,21370.0,19600.0,1000.0,785.0,11355.0,7823.0,3405.0,67.0,118.0,182.0,146.0,195.5,-7000.0,4500.0,74000.0,69000.0,62500.0,62500.0
2022-03-28,69500.0,1324.0,79.77615980000004,68.3964856,1353.278532000002,289.17040200000116,3.94402,129.5214896,75.90632360000002,3.887215166,1.6425013148000005,4304.854,5222.094,3.5200967359999997,595.2392,261.4372,924.4,107.448,20.0,100.72508,794.2,292.4,237.8,5104.0,512.0,10261.8,558.6,5117.0,2383.6,4360.2,2240.6,485.4,451.0,295.8,515.0,5165.4,1475.2,1701.8,4144.0,124.8,6373.8,2105.6,4597.2,4207.0,366.6,3383.6,595.6,557.6,676.8,217.6,184.6,1614.8,1363.6,87.2,491.0,0.0,33.0,366.6,557.6,3700.0,596.4,3148.4,366.6,557.6,4207.4,596.4,3332.6,59.4,489.0,1704.4,1274.0,87.2,507.4,235.0,56.0,61.0,5.0,5.8,13.6,222.4,421.6,24.8,0.6000000000000001,6.6,119.6,186.2,17.4,2.0,9.0,118.4,75.6,52.4,51.538,53.71,22250.0,610.0,27675.0,27476.0,27559.0,147.0,855.0,18750.0,200.0,612.0,587.0,960.0,658.0,16750.0,26485.0,144.0,26000.0,42500.0,26492.0,21800.0,780.0,4375.0,9660.0,39500.0,536.0,13800.0,657.5,28568.0,24000.0,657.0,610.0,21370.0,19600.0,1000.0,725.0,13189.0,9164.0,4181.0,79.0,139.0,211.0,146.0,198.5,2500.0,6000.0,67000.0,78000.0,62900.0,63500.0
2022-04-04,69500.0,1339.0,73.91136800000005,68.357207,1280.205140000011,273.7097270000016,3.7076,121.298868,75.50438700000002,3.642894481,1.553980343000001,4312.66,5201.73,3.35672867,515.03,247.05,927.82,109.05,20.0,86.18402,784.0,284.0,233.0,5112.0,514.0,10288.0,529.0,5127.0,2400.0,4455.0,2260.0,490.0,460.0,296.0,540.0,5037.0,1441.0,1725.0,4130.0,122.0,6347.0,2096.0,4594.0,4330.0,378.0,3456.0,620.0,573.0,661.0,211.0,184.0,1607.0,1351.0,78.0,478.0,0.0,24.0,378.0,573.0,3816.0,621.0,3234.0,378.0,573.0,4331.0,621.0,3410.0,57.0,476.0,1694.0,1264.0,78.0,515.0,222.0,55.0,65.0,6.0,6.0,12.0,231.0,460.0,26.0,0.0,6.0,117.0,188.0,18.0,0.0,7.0,124.0,74.0,48.0,51.54,53.79,22250.0,605.0,26916.0,26778.0,26627.0,156.0,845.0,18750.0,205.0,610.0,584.0,960.0,650.0,16750.0,25185.0,153.0,26000.0,42500.0,25648.0,21800.0,768.0,4375.0,9660.0,39500.0,489.0,13800.0,655.0,27411.0,24000.0,654.0,610.0,21370.0,19600.0,1000.0,725.0,13189.0,9164.0,4181.0,79.0,139.0,211.0,146.0,198.5,0.0,6000.0,69500.0,77000.0,65000.0,63500.0
2022-04-11,67500.0,1320.0,70.28337125000004,63.06980575,1216.187820000024,263.713362500002,3.5073749999999997,112.815319,69.37364075000002,3.4176916782499998,1.4799502895000005,4303.285,5345.4375,2.5181125024999997,534.0264999999999,241.30175,936.1,107.28999999999999,19.4,80.12924000000001,774.5,286.5,240.0,4969.0,499.5,10038.75,542.25,5022.5,2337.0,4239.5,2210.25,460.0,434.5,288.75,499.75,4740.25,1417.5,1680.0,4057.75,126.5,6259.25,2078.25,4502.5,4110.75,357.5,3291.25,584.75,542.5,640.75,208.25,184.5,1541.0,1343.75,79.5,475.5,0.5,21.25,357.5,542.25,3615.75,585.5,3066.5,357.5,542.25,4111.75,585.5,3238.5,57.5,474.0,1631.5,1253.25,79.5,496.0,225.0,50.75,60.0,8.25,5.75,11.0,263.5,433.5,25.5,0.0,5.75,114.75,181.0,18.0,0.0,16.75,134.5,79.5,54.5,51.53,53.7275,21400.0,603.0,26208.0,25966.0,25989.0,158.0,810.0,18000.0,203.0,611.0,583.0,960.0,637.0,14500.0,24659.0,155.0,24000.0,40500.0,24910.0,21125.0,681.0,3700.0,6950.0,46000.0,419.0,11050.0,652.5,27074.0,24000.0,653.0,605.0,20160.0,18250.0,950.0,715.0,13189.0,9164.0,4181.0,79.0,139.0,211.0,146.0,198.5,-2000.0,3800.0,69500.0,74000.0,65500.0,63700.0
2022-04-18,64000.0,1285.0,66.65537450000004,57.7824045,1152.170500000037,253.71699800000243,3.30715,104.33177,63.24289450000002,3.1924888755,1.405920236,4293.91,5489.145,1.6794963349999998,553.0229999999999,235.55349999999999,941.7,105.53,17.0,79.99316,765.0,289.0,247.0,4826.0,485.0,9789.5,555.5,4918.0,2274.0,4024.0,2160.5,430.0,409.0,281.5,459.5,4443.5,1394.0,1635.0,3985.5,131.0,6171.5,2060.5,4411.0,3891.5,337.0,3126.5,549.5,512.0,620.5,205.5,185.0,1475.0,1336.5,81.0,473.0,1.0,18.5,337.0,511.5,3415.5,550.0,2899.0,337.0,511.5,3892.5,550.0,3067.0,58.0,472.0,1569.0,1242.5,81.0,477.0,228.0,46.5,55.0,10.5,5.5,10.0,296.0,407.0,25.0,0.0,5.5,112.5,174.0,18.0,0.0,26.5,145.0,85.0,61.0,51.519999999999996,53.665,21400.0,595.0,26943.0,26986.0,26719.0,152.0,765.0,18000.0,197.5,604.0,575.0,940.0,622.0,14500.0,25352.0,150.0,24000.0,40500.0,25607.0,21125.0,680.0,3700.0,6950.0,46000.0,485.0,11050.0,642.5,27984.0,24000.0,645.0,570.0,20160.0,18250.0,950.0,695.0,13189.0,9164.0,4181.0,79.0,139.0,211.0,146.0,198.5,-3500.0,1500.0,67500.0,67000.0,69000.0,62500.0
2022-04-25,61500.0,1253.0,63.02737775000002,52.49500325,1088.15318000005,243.72063350000286,3.106925,95.84822100000002,57.11214825000001,2.9672860727500003,1.3318901824999996,4284.535,5632.8525,0.8408801674999999,572.0195,229.80525,939.0,103.77000000000001,17.0,76.8133,755.5,291.5,254.0,4683.0,470.5,9540.25,568.75,4813.5,2211.0,3808.5,2110.75,400.0,383.5,274.25,419.25,4146.75,1370.5,1590.0,3913.25,135.5,6083.75,2042.75,4319.5,3672.25,316.5,2961.75,514.25,481.5,600.25,202.75,185.5,1409.0,1329.25,82.5,470.5,1.5,15.75,316.5,480.75,3215.25,514.5,2731.5,316.5,480.75,3673.25,514.5,2895.5,58.5,470.0,1506.5,1231.75,82.5,458.0,231.0,42.25,50.0,12.75,5.25,9.0,328.5,380.5,24.5,0.0,5.25,110.25,167.0,18.0,0.0,36.25,155.5,90.5,67.5,51.51,53.6025,21400.0,566.0,29731.0,28925.0,28891.0,151.0,720.0,18000.0,194.5,577.0,547.0,930.0,610.0,14500.0,28254.0,129.5,24000.0,40500.0,28030.0,21125.0,650.0,3700.0,6950.0,46000.0,502.0,11050.0,617.5,30202.0,24000.0,617.0,572.5,20160.0,18250.0,940.0,670.0,13189.0,9164.0,4181.0,79.0,139.0,211.0,146.0,198.5,-2500.0,-1400.0,64000.0,69500.0,78000.0,62900.0
2022-05-02,58000.0,1237.0,59.39938100000001,47.207602,1024.135860000063,233.7242690000033,2.9067,87.36467200000003,50.98140200000001,2.74208327,1.257860128999999,4275.16,5776.56,0.002264,591.016,224.057,935.325,102.01,17.0,72.45308,746.0,294.0,261.0,4540.0,456.0,9291.0,582.0,4709.0,2148.0,3593.0,2061.0,370.0,358.0,267.0,379.0,3850.0,1347.0,1545.0,3841.0,140.0,5996.0,2025.0,4228.0,3453.0,296.0,2797.0,479.0,451.0,580.0,200.0,186.0,1343.0,1322.0,84.0,468.0,2.0,13.0,296.0,450.0,3015.0,479.0,2564.0,296.0,450.0,3454.0,479.0,2724.0,59.0,468.0,1444.0,1221.0,84.0,439.0,234.0,38.0,45.0,15.0,5.0,8.0,361.0,354.0,24.0,0.0,5.0,108.0,160.0,18.0,0.0,46.0,166.0,96.0,74.0,51.5,53.54,21400.0,512.0,31615.0,29737.0,30427.0,140.0,680.0,18000.0,179.5,512.0,492.0,910.0,585.0,14500.0,31376.0,118.5,24000.0,40500.0,29767.0,21125.0,610.0,3700.0,6950.0,46000.0,500.0,11050.0,557.5,32061.0,24000.0,562.0,555.0,20160.0,18250.0,930.0,615.0,10929.0,7233.0,3605.0,68.0,111.0,174.0,145.5,210.0,-3500.0,-7000.0,61500.0,69500.0,77000.0,65000.0
